name,date,color,message
Alessandro,June 19 2020,Turquoise,In a perfect scenario\\n\n
Arella,June 19 2020,Pale Pink,I think about you often\\n\n
You,June 19 2020,Maroon,I hate that I still love you even when were apart. I cant tell if I miss you or the memories of you.\\\\n\\r\\n\r\n
katherine quach,June 19 2020,Light Purple,hey du ma thanks for getting me addicted to omegle and playing restaurant tycoon w me when I really needed it\\\\n\\r\\n\r\n
mike O,June 19 2020,Light Blue,After 2 years of us being together I finally noticed how to we were for each other but I still think about you every day\\\\n\\r\\n\r\n
pc,June 19 2020,Light Purple,i love u. ive always adored u. im not sure why. i dont even know if its platonic anymore. all i know is that i cant tell you bcuz it would ruin everything. youre straight\\n\n
vittorio,June 19 2020,Pale Blue,I really wish we still talked. somedays\\n\n
alex,June 19 2020,Yellow,You were my first everything. Silly of me to think youd be all my lasts as well.\\\\n\\r\\n\r\n
jeevan,June 19 2020,Maroon,i met you almost 9 months ago and the first words i said are\\n\n
Kaitlin,June 19 2020,Pale Blue,I love you soooo much my love for you is ridiculous \\\\n\\r\\n\r\n
Dylan G,June 19 2020,Black,I knew we wouldnt last forever\\n\n
Shu/Katherine,June 19 2020,Light Purple,Good morning\\n\n
Aaron D,June 19 2020,Pale Blue,gang. last message :)) im sorry for bothering you too much. it just fucking hurts how we really had a bond n you somehow changed. we aint the same no more. andd it hurts but im not gonna push it anymore. thankyou for all the memories and being part of my life. you taught me a lot. i like you HAHAHA and bye:)) i knew you was gonna leave\\\\n\\r\\n\r\n
Caleb,June 19 2020,Light Pink,You made me feel absolutely unworthy and not good enough for any guy so thanks for that\\\\n\\r\\n\r\n
You,June 19 2020,Maroon,Did you move on? Or are you thinking of me too?\\\\n\\r\\n\r\n
JC,June 19 2020,Pink,I love you so much my chest is throbbing with hurting for so long\\\\n\\r\\n\r\n
jt,June 19 2020,Yellow,maybe one day you and I can both come out to our family\\\\n\\r\\n\r\n
Lou,June 19 2020,Pale Blue,You were the one who understood me\\n\n
Nate,June 19 2020,Pale Pink,Our souls clicked. I thought you were the one. But then you blocked me and ghosted me. You showed me what real love was like. Thank you nate.\\\\n\\r\\n\r\n
JG,June 19 2020,Pale Blue,Ill forever love you even tho things didnt work out the way we wanted it to.\\\\n\\r\\n\r\n
Julia,June 19 2020,Army Green,You always ect everyone to check up on you and not the other way around. Its a two-way street and until you can figure that out I will continue to pull away. You bother me a lot sometimes just the way you act and present yourself makes me mad. Dont be so fake to seem cool or whatever.\\\\n\\r\\n\r\n
Jackie,June 19 2020,Yellow,Thanks for being there when I couldnt even be there for myself. you taught me that its okay to wanna be alone and to shut out the world\\\\n\\r\\n\r\n
Michael,June 19 2020,Blue,We started as friends\\n\n
Tyler,June 19 2020,Light Blue,I love you more then I love myself\\\\\\\\nI love you more then I love living and breathing\\n\n
tara,June 19 2020,Black,i hate you so fucking much. i just want to see my damn brother but of course you want to take him away from my dad and i. you are such a manipulative bitch.\\\\n\\r\\n\r\n
S,June 19 2020,Blue,Good bye and good riddance -sorry it was never good enough 4u; some people deserve to be alone\\\\n\\r\\n\r\n
Jesus,June 19 2020,Pale Pink,rejection. its a hard thing to get over. i always get over guys in a week or a few days. but with you it was different. i kept saying to myself to just wait. like i said to you when i first confessed. ever since then\\n\n
shane,June 19 2020,Light Grey,u just left me\\n\n
Liam,June 19 2020,Pale Blue,Still to this day\\n\n
Angela Gilani :(,June 19 2020,Black,I cant believe you chose your cat nickle poop over me I hope you slice your finger open n ur nose ring looks ugly\\\\n\\r\\n\r\n
ms. brown,June 19 2020,Tangerine,I miss you more than you can imagine. We never really got to say goodbye. I think about you all the time.\\\\n\\r\\n\r\n
Joseph,June 19 2020,Blue,What did she have that I didnt?\\\\n\\r\\n\r\n
Briseyda,June 19 2020,Light Pink,Heyyy my love for you is R-I-d-I-c-u-l-o-u-s\\\\n\\r\\n\r\n
Kailen,June 19 2020,Pale Purple,i cringe to think how much i let you influence me.\\\\n\\r\\n\r\n
Ayden,June 19 2020,Pale Blue,Why will i never be enough for you? i was there when all u could do was scream at me\\n\n
jasper,June 19 2020,Black,hi.. i think i liked u a lot. our relationship was to so i dont think it wouldve worked out.. but i miss u. i hope you miss me too!\\\\n\\r\\n\r\n
Kevin,June 19 2020,Pale Pink,I wouldve never told you if I knew Id lose my best friend. Then again\\n\n
jen,June 19 2020,Pale Purple,I miss working with you. We really clicked.\\\\n\\r\\n\r\n
laurie h,June 19 2020,Light Green,sorry for blaming you for being the reason we stopped talking\\n\n
rachel,June 19 2020,Pale Blue,you truly are the love of my life and you will either be the one for me or my worst heartbreak\\\\n\\r\\n\r\n
mac,June 19 2020,Black,i wish you meant it when you said you loved me. i wish i didnt mean it when i told you i loved you too.\\\\n\\r\\n\r\n
malachai,June 19 2020,Red,you left me for her and a hole in my heart along with it. i wish the best for you\\n\n
Julia l,June 19 2020,Pale Purple,I dont want to besties with you anymore. Its been like 10 yrs are something and Im over it\\n\n
tarah :),June 19 2020,Light Purple,hi ur rlly pretty and i love u so much also IK UR SECRET dun dun dunnnnn\\\\n\\r\\n\r\n
Dylan F,June 19 2020,Pale Blue,we were in love. we were happy. you were happy. it felt like a nightmare everyday since after the incident with her. after you called her and broke my heart. you say youre not in love with her but i know you are. Dylan James I love you but I cant keep getting hurt by you. All the fighting and shit. I sucks and I cant do it anymore. Im sorry D i love you but you hurt me so much ~Bug\\\\n\\r\\n\r\n
Kaitlyn B.,June 19 2020,Maroon,You mean so much to me. id do ANYTHING for you. if only you felt the same way. but he comes first.\\\\n\\r\\n\r\n
Sean,June 19 2020,Black,Dont let your mother ruin your nerelationship like she did ours.\\\\n\\r\\n\r\n
Jack,June 19 2020,Red,Im so so so sorry\\\\n\\r\\n\r\n
ben,June 19 2020,Yellow,you make me a better person. i thank god everyday for you.\\\\n\\r\\n\r\n
ian,June 19 2020,Light Purple,ur the reason i like women- u know whoooo \\\\n\\r\\n\r\n
dillon b,June 19 2020,Pale Purple,bro i literally have simped for you so much\\n\n
max,June 19 2020,Pale Pink,its crazy to think you could change my life this much without anything happening between us.\\\\n\\r\\n\r\n
..,June 19 2020,Light Blue,sometimes i wished u knew how much u meant to me cause its too hard to eain.\\\\n\\r\\n\r\n
kennidi,June 19 2020,Black,my love for you was never anything but platonic\\n\n
Jos,June 19 2020,Pale Purple,youre still my best friend. i know you needed help but its never an ese to hurt. i hope you get better. your sweater is still in my car where you left it.\\\\n\\r\\n\r\n
justin b,June 19 2020,Red,hey im pretty sure you know i like you\\n\n
Kaitlin S,June 19 2020,Pale Pink,I loved you with all my heart but you chose him over me the pain you inflicted was like nothing I had ever felt before I hope you know that I still love you\\\\n\\r\\n\r\n
Cara,June 19 2020,Yellow,You were the first person I thought I loved and I think about it a lot even though I never told you\\\\n\\r\\n\r\n
Xavier Jukes,June 19 2020,Yellow,You may not be my first love\\n\n
Kaitlin,June 19 2020,Pale Purple,Hey girl hey \\\\n\\r\\n\r\n
Danilo,June 19 2020,Red,Ill always love you from countries away. Just when I see herI see the mother of your children and wife\\\\n\\r\\n\r\n
Richardson,June 19 2020,Dark Blue,I wish you wouldve just been honest with me from the beginning\\\\n\\r\\n\r\n
malachai,June 19 2020,Pale Pink,theres so many things i want to say. sometimes i think of you and i laugh\\n\n
H,June 19 2020,Grey,I just wanted something to go right for us.\\\\n\\r\\n\r\n
Richardson,June 19 2020,Dark Blue,I wish you wouldve just been honest with me from the beginning\\\\n\\r\\n\r\n
alessio,June 19 2020,Light Purple,i will never be able to forget how safe you made me feel\\\\n\\r\\n\r\n
m,June 19 2020,Maroon,i want to hate you\\n\n
Myles,June 19 2020,Yellow,you made me feel more loved than I had ever felt before. a part of me will always love you and thats okay.\\\\n\\r\\n\r\n
?,June 19 2020,Light Pink,I miss you even when im with you\\\\n\\r\\n\r\n
Q,June 19 2020,Yellow,I really thought you were the one. Hope youre happy\\\\n\\r\\n\r\n
ian,June 19 2020,Maroon,that wasnt love  elise\\\\n\\r\\n\r\n
Richardson,June 19 2020,Dark Blue,I wish you wouldve just been honest with me from the beginning\\\\n\\r\\n\r\n
jordan,June 19 2020,Black,i hate what you did to me but for some reason i feel bad for ending it. maybe it was just the wrong time for us\\\\n\\r\\n\r\n
Griffin,June 19 2020,Light Green,I tried to love you enough to make you whole\\n\n
Logan,June 19 2020,Pale Blue,I think about you often\\n\n
brice,June 19 2020,Red,what did i do to you for you to hurt me like that? thank you for ruining me\\\\n\\r\\n\r\n
Telia Lee,June 19 2020,Pale Pink,hi \\\\n\\r\\n\r\n
Haylee Kleinman,June 19 2020,Dark Green,I dont sleep\\n\n
nan,June 19 2020,Light Purple,you broke me in ways I didnt know I could be broken. you taught me what type of relationship I shouldnt be in.\\\\n\\r\\n\r\n
march,June 19 2020,Peach,this is probably a shitty coping mechanism. But theres no way in hell im talking about this to you\\n\n
A,June 19 2020,Light Blue,i thought i had fallen in love before\\n\n
michael,June 19 2020,Brown,i wish we couldve just worked things out instead of going back to being strangers. i still think of you and cry because i love you. i miss you. i care about you. but things happen for a reason\\n\n
Blake,June 19 2020,Pale Purple,Fuck you for making me feel like I wasnt good enough. I was\\n\n
Ashtyn,June 19 2020,Dark Blue,What even happened\\n\n
mei,June 19 2020,Blue,lowkey glad u dipped\\\\n\\r\\n\r\n
Marlin,June 19 2020,Black,I should have known I was to good for you. You really did the worst things possible and I still managed to love you.\\\\n\\r\\n\r\n
Cameron,June 19 2020,Dark Green,i was ready to pour my heart out to you\\n\n
nicky,June 19 2020,Light Orange,you are so unique and different.ill always have a special place for you in my heart. you made me happy\\\\n\\r\\n\r\n
Badger,June 19 2020,Black,i love you bestfriend you are my world\\\\n\\r\\n\r\n
Alex,June 19 2020,Dark Purple,This was the color of the sky that night. I cant remember what it was we talked about but I recall etly what I felt\\\\n\\r\\n\r\n
nick,June 19 2020,Black,i loved you\\n\n
Jackson M,June 19 2020,Red,I hurt you and I am so sorry. I wished we could still be friends but you moved on\\n\n
Elijah,June 19 2020,Light Orange,High school art class\\n\n
Nicholas bryan pearson,June 19 2020,Pale Purple,One day you will realize why I left\\n\n
him.,June 19 2020,Black,i hate that you just  gave up on me so easily\\n\n
Blake Jordan,June 19 2020,Pink,I will literally always love you. If you see this its a sign\\n\n
E,June 19 2020,Light Blue,I dont know how to get over you\\\\n\\r\\n\r\n
Cole,June 19 2020,Black,I still miss you \\\\n\\r\\n\r\n
maguire,June 19 2020,Pale Blue,i hate the fact that ill never be able to stop loving you\\n\n
Briseyda,June 19 2020,Black,I cant believe you cheated I thought we were meant to be \\\\n\\r\\n\r\n
elijah,June 19 2020,Tan,fuck you. you ignored me when i needed you the most. i know i hurt you\\n\n
carson b,June 19 2020,Pale Pink,you give me butterflys everytime i see you and when i think of you i can not smile\\\\n\\r\\n\r\n
kevin,June 19 2020,Light Pink,u make me happy like tf come kiss me  bear\\\\n\\r\\n\r\n
romikka,June 19 2020,Light Pink,Thank you for teaching me that people can still love you even if youre broken inside. Im eternally grateful for you.\\\\n\\r\\n\r\n
Henrique,June 19 2020,Light Orange,foram os 3 piores anos da minha vida em amor e dps q eu me livrei de ti ainda achei mais um sefude\\\\n\\r\\n\r\n
trey,June 19 2020,Peach,i love you. i miss how things were. im sorry i wasnt good enough and i hope she makes you happy.\\\\n\\r\\n\r\n
A.S,June 19 2020,Dark Purple,I just wish you knew how much you being alive impacts me to this day\\n\n
Crystal,June 19 2020,Pale Pink,sometimes i still think we couldve worked out\\\\n\\r\\n\r\n
erica,June 19 2020,Light Purple,CHANNY STOP CRYING ILY  a\\\\n\\r\\n\r\n
A,June 19 2020,Grey,i cant imagine my life without u. we havent been hanging out long but the thought of u not being in my life makes me want to cry\\\\n\\r\\n\r\n
Dad,June 19 2020,Army Green,I still hate myself\\\\\\\\nI still love you\\\\\\\\nI wish you were sober\\\\n\\r\\n\r\n
Solange,June 19 2020,Blue Grey,do you still make people feel bad about the things they enjoy? -A\\\\n\\r\\n\r\n
BREANN,June 19 2020,Black,you hurt me in so many ways but blamed me.\\\\n\\r\\n\r\n
coco,June 19 2020,Pale Purple,you hurt me and broke me so much and i know your to but im so in love with u\\\\n\\r\\n\r\n
Jack,June 19 2020,Dark Green,Your the person I want to marry  mm\\\\n\\r\\n\r\n
jackie,June 19 2020,Yellow,I dont know if you remember but a couple of months ago it was late at night and you told me you wanted to talk You wanted to talk about how you felt about juliana and i was suprised since you hate talking about feelings that night i finally told you how i felt about Richard . That was the first time in moths that i felt like i was fully accepting what happened. That was the first time that I ever felt like you were actually my bestfriend. i might be scary to talk about our feelings but just know that its okay to. Love you the most\\\\\\\\n-o your bestie\\\\n\\r\\n\r\n
derrick,June 19 2020,Yellow,you will always have my heart. i love you.\\\\n\\r\\n\r\n
P,June 19 2020,Pale Blue,never make your dimples fade okay? you look so much better with them\\\\n\\r\\n\r\n
colby Hall,June 19 2020,Pale Purple,Dear Colby\\n\n
Blake,June 19 2020,Pale Pink,Guess we both got good at faking things during our relationship- for me it was faking an orgasm and for you it was pretending you were in love\\\\n\\r\\n\r\n
A,June 19 2020,Blue Grey,i wonder if u think about me like i think about u. the literal thought of u makes me smile and blush so hard\\\\n\\r\\n\r\n
Father,June 19 2020,White,yea you bring money to the table  \\n\n
arya,June 19 2020,Black,you taught me that i can be the best version of myself without you\\\\n\\r\\n\r\n
Sittu,June 19 2020,White,You are my best friend and I will always love u\\\\n\\r\\n\r\n
Koko,June 19 2020,Red,I LOVE YOU I LOVE YOU I LOVE YOU I LOVE YOU I LOVE YOU OK?\\\\n\\r\\n\r\n
Darek,June 19 2020,Pale Pink,Why did you leave me? Did you just give up? Or did you not want to hurt me? Its painful.. I wanted to fihings I still love you -Sweet\\\\n\\r\\n\r\n
Nik,June 19 2020,Yellow,its been over a year\\n\n
Nick pearson,June 19 2020,Pale Pink,I left fall those times because I loved you\\n\n
Marcus h,June 19 2020,Light Blue,the love of my life\\n\n
Yoni,June 19 2020,Light Grey,You made me feel a way Id never felt before but you ruined it and made me realize why you actually were.\\\\n\\r\\n\r\n
D,June 19 2020,Red,i miss you. i miss our connection.\\\\n\\r\\n\r\n
alex,June 19 2020,Light Blue,there is and will never be enough words for me to tell you. but it all comes back to i love you and i miss you and im sorry. if by any chance you think its me please just teme or something.\\\\n\\r\\n\r\n
Griffin D.,June 19 2020,Maroon,My everything and beyond. Thank you for being you\\n\n
Zach,June 19 2020,Dark Green,maybe i shouldve told you\\\\n\\r\\n\r\n
Him,June 19 2020,Maroon,You made me feel something Ive never felt before. Ive never gotten that feeling back.\\\\n\\r\\n\r\n
Juul,June 19 2020,Purple,i miss you.i cried for a week just bc i missed you. you are so amazing neither of us did anything wrong it just wasnt good timing. i have so much to say oml but ill say this i hope to meet you again and i hope all turns out well for you with your house:)\\\\n\\r\\n\r\n
Nevaeh,June 19 2020,Black,Were not as close as we used to be\\\\n\\r\\n\r\n
JB,June 19 2020,Black,How did this happen? We were just two kids bonding over mint chip ice cream\\\\n\\r\\n\r\n
Zach,June 19 2020,Dark Green,maybe i shouldve told you\\\\n\\r\\n\r\n
Ryan,June 19 2020,Red,thank you for the lessons and the years of heartache.\\\\n\\r\\n\r\n
jackson m,June 19 2020,Red,I chose red bc its your fav color. we have the best memories together\\n\n
W.Z,June 19 2020,Pale Blue,You are stuck in my mind even though you hurt me\\n\n
jackie,June 19 2020,Yellow,just know that your my bestfriend and I love you the most . o hailey\\\\n\\r\\n\r\n
Jack,June 19 2020,Light Green,I think you are very funny and cool. You make me feel the way this does: music note emoji\\n\n
terry,June 19 2020,Grey,hey\\n\n
annie,June 19 2020,Light Purple,i like you so much and you dont even fucking know it. which is for the best lmao\\\\n\\r\\n\r\n
Weston,June 19 2020,Light Purple,I miss you so much :/ I just wanna teyou so bad but I fell like youre better off without me. It hurts like hell I miss you so much-A\\\\n\\r\\n\r\n
D,June 19 2020,Light Blue,You hurt me. You hurt me so bad that you made me lose myself in all of the bad things you said about me. You broke me and didnt give a damn about\\n\n
alex,June 19 2020,Tangerine,i hate the way things ended with our friendship. its been half a year and theres not one day that goes by that i dont think of you. i know you dont care but i miss you so much it feels unnatural. if by chance you see this and think its me\\n\n
evelyn,June 19 2020,Peach,ur my best friend i love u so much no alabama i just want something nice for u to be able to look at and i miss u\\\\n\\r\\n\r\n
Rhys,June 19 2020,Dark Green,chances are im never going to tell you how i feel. im really playing out of my league when it comes to you. but you make me smile so thanks i guess\\\\n\\r\\n\r\n
Lele,June 19 2020,Pale Purple,Ti amo molto\\n\n
Haileigh Bug,June 19 2020,Light Purple,Im sorry I made a mistake a huge mistake that youll never be able to forgive but I understand. I was vulnerable\\n\n
Andy,June 19 2020,Black,i forgive you. i doubt you even realize how much you hurt me\\n\n
Aly,June 19 2020,Tangerine,You know I love you and I know you love me. But is that enough?\\\\n\\r\\n\r\n
Dad,June 19 2020,Light Purple,Thank you for causing my abandonment issues. I fucking hate you\\\\n\\r\\n\r\n
minty,June 19 2020,Light Green,you are my bestfriend\\n\n
jack,June 19 2020,Light Purple,is this fate or just too good to be true?\\\\n\\r\\n\r\n
Lele,June 19 2020,Pale Purple,Ti amo molto\\n\n
bus buddy,June 19 2020,Red,i love you so much bb\\n\n
Jules,June 19 2020,Black,I saw youre brother last month and missed you.\\\\n\\r\\n\r\n
kayla,June 19 2020,Pale Pink,im so sorry i hurt you the way i did. I was so scared of myself back then.\\\\n\\r\\n\r\n
hana,June 19 2020,Pale Blue,i cant listen to that band without thinking of you. i dont have feelings for you anymore but i still think of you when i hear them play\\\\n\\r\\n\r\n
hana,June 19 2020,Light Grey,hoe lmaooooooo\\\\n\\r\\n\r\n
payton,June 19 2020,Red,Im sorry for being immature\\n\n
Nathan,June 19 2020,Yellow,I still love and care about you. I am so sorry that I left without saying goodbye. Its been almost 4 years since we last saw each other. Do you still think about me? You were my first kiss\\n\n
alex,June 19 2020,Light Blue,i read theones with my name and hope its you writing to/about me. i know its 99% not cause u hate me but its a nice thought\\\\n\\r\\n\r\n
Jason,June 19 2020,Grey,There was a Rauschenberg book on the shelf. Without knowing it\\n\n
savanna,June 19 2020,Light Pink,you mean the world to me \\n\n
Taslima,June 19 2020,White,I hope you see this. Know that you will be done with this phase of being alone\\n\n
rhyan,June 19 2020,Light Blue,ur my best friend and ilysm. just know that u dont need a guy or a girl to be happy\\\\n\\r\\n\r\n
Kaileigh,June 19 2020,Pale Purple,Youre amazing. I know whoever has you newill be lucky.\\\\n\\r\\n\r\n
M,June 19 2020,Maroon,I hope those tarot cards were right. I love you and I hope you come back.\\\\n\\r\\n\r\n
nelson,June 19 2020,Light Purple,you broke my heart. i dont know what i did to deserve what you did to me\\n\n
Mia ,June 19 2020,Pink,Im sorry I couldnt have been a better friend\\n\n
denise,June 19 2020,Brown,i just really miss you. i dont hate you\\n\n
brody,June 19 2020,Light Blue,hi\\n\n
satchel,June 19 2020,Dark Blue,im sorry for things i did. i miss the scent of your house. i think i might have been in love with you. maybe it never stopped.\\\\n\\r\\n\r\n
maddison,June 19 2020,Light Blue,Im sorry for how I acted towards you\\n\n
simon,June 19 2020,Turquoise,You taught me what real love is and i will always be thankful for that. My heart still aches when i hear your name\\n\n
Mitchell,June 19 2020,Dark Blue,I will never understand why I wasnt good enough for you. I gave you everything and that still wasnt enough. I broke myself trying to get to you\\n\n
Hunter,June 19 2020,Dark Blue,I have so many unanswered questions. I think about them every day\\n\n
Paul,June 19 2020,Maroon,Missing you comes in waves and tonight Im drowning in a sea of our memories.\\\\n\\r\\n\r\n
a,June 19 2020,Light Grey,i often think of that day we just laid in your bed snuggling and laughing about our problems and your sister came in and took a picture of us. i wish you loved me like i love you\\\\n\\r\\n\r\n
Shane,June 19 2020,Pale Pink,I never deserved you and Im sorry I hurt you. Every time I look up at the stars I think of the night you told me you loved me. I never deserved your love\\n\n
Morgan White,June 19 2020,Light Blue,ily\\\\n\\r\\n\r\n
hailey janine,June 19 2020,Blue,i hope you and maork out. im so glad i dropped you.most to bitch ive ever met in my life\\n\n
Ivy Vuong,June 19 2020,Green,I wish I could go back in time and fiy wrongdoings. I wish you knew how sorry I am. I still think of you everyday. I thank you for allowing me to see where I need to improve.\\\\n\\r\\n\r\n
Brandon,June 19 2020,Red,I know youre not the one for me\\n\n
hana,June 19 2020,Pale Blue,major fucking mommy and daddy issues. you take your issues out on your friends and then wonder why they leave you. fuck you  w\\\\n\\r\\n\r\n
min min,June 19 2020,Light Pink,i miss you my sweet loving soulmate. i hope youre going happily and that hopefully later on you find someone who can actually be with you for an eternity. i will silently cheer you on. i still cry whenever the world is ugly plays on shuffle. i fucking miss you but hey this color still reminds me of your rosy cheeks. i love you forever and always my vmin and soulmate.\\\\n\\r\\n\r\n
Philip,June 19 2020,Pale Blue,I wish we still talked\\n\n
Jace Andrew Dalton,June 19 2020,Dark Blue,To the girl who loves him next\\n\n
Kaleb J,June 19 2020,Light Purple,im sorry. im sorry i told you i loved you when i didnt. but im not sorry that i let everyone know how you treated me. im happier with who im with now and i hope you can be happy someday too.\\\\n\\r\\n\r\n
Janae,June 19 2020,Pale Blue,do you even still care\\n\n
Quillan,June 19 2020,Green,I miss you every second of the day and every day of the week. I wish i wouldve handle things another way because i dont know how to get you out of my mind. I really wish you all the best and hope you find a love better than me. But know that deep in my heart i only want you to be mine again. I save all your pictures and listen to your voice messages over and over. I really dream about you and wish that we could be closer. Youre an amazing human being and i will love you forever and ever. And it really hurts me that i messed up our chance to spend the rest of our lives together. Youre one of a kind\\n\n
mia,June 19 2020,Tangerine,thank you. really. for everything youve done for me\\n\n
Liam s,June 19 2020,Red,Still thinking about you even though I shouldnt\\\\n\\r\\n\r\n
marc,June 19 2020,Black,You wasted my time without even knowing\\\\n\\r\\n\r\n
bear,June 19 2020,Pale Blue,my hair is still full of smell juice if you where wondering\\\\n\\r\\n\r\n
Adam,June 19 2020,Orange,im sorry i wasnt good enough\\n\n
Aiden,June 19 2020,Maroon,i still care about you. always will. im sorry that we just couldnt work.\\\\n\\r\\n\r\n
Brady,June 19 2020,Blue,We were best friends\\n\n
Ty,June 19 2020,Purple,I wish we could start over.\\\\n\\r\\n\r\n
Devin,June 19 2020,Yellow,i keep praying that the universe will send me a sign you still love me. I dont think I can hold on to hope much longer.\\\\n\\r\\n\r\n
rhiannon,June 19 2020,Black,crazy but pyscho. i loved you i still do. i hate how things ended between us. i think we both had so much going on and so much anger we jus took it out on each other\\n\n
carson m,June 19 2020,Pale Blue,you were my first real love. i think about you coming back to me all the time\\n\n
R,June 19 2020,Green,it took me 4 years\\n\n
Andy,June 19 2020,White,ive loved you ever since we were little. we were so close back then. we drifted apart and I never really got to tell you how I felt. now we talk but it just feels one sided\\n\n
Jr,June 19 2020,Black,im sorry for leaving. i miss you im so sorry i took you for granted\\\\n\\r\\n\r\n
kaileigh,June 19 2020,Black,hi\\\\n\\r\\n\r\n
kaitlyn,June 19 2020,Tangerine,i am  so sorry for what i did to you. my parents fucked it up\\n\n
Evan,June 19 2020,Red,I still cant tell if it was love or infatuation\\n\n
Paul B,June 19 2020,Light Purple,I came to terms with how we broke off\\n\n
Kayak N.,June 19 2020,Dark Green,Hey. idk if youre going to see this. But if you do I hope you know how much I love you you stupid whore. You are literally the best thing thats ever happened to me and I wouldnt trade you for the world. 4:17. be there. beep beep\\\\n\\r\\n\r\n
S,June 19 2020,Army Green,Can you move in with your new girlfriend already? Im so tired of being your neighbour.\\\\n\\r\\n\r\n
Taslima,June 19 2020,Light Grey,This is gonna be over just have patience and that it will be just a memory of crying all alone wait and all you wanted will happen  Tas 2020 June\\\\n\\r\\n\r\n
Angelo,June 19 2020,Light Pink,I cannot begin eess to you just how much i love you\\n\n
Jason Robb,June 19 2020,Yellow,I will never trust someone after what you did to me.\\\\n\\r\\n\r\n
Nolan D,June 19 2020,Red,lmao if you find this your a dip \\\\\\\\n also um ur cute\\\\n\\r\\n\r\n
Bella,June 19 2020,Pink,Im sorry for all the pain I cause you and theres times I wished I could rewind time to make things different  Caroline\\\\n\\r\\n\r\n
dewitt,June 19 2020,Light Grey,i hate you\\n\n
Brent,June 19 2020,Dark Green,You bit off more than you could chew and for that im sorry. I was never ready for the man of my dreams. Ill always luv u\\\\n\\r\\n\r\n
Alana,June 19 2020,Light Purple,Youre the reason im still alive today. I would of ended it all if it wasnt for you.  Thank you for not leaving me\\\\n\\r\\n\r\n
samir,June 19 2020,Tan,youre 4 the skreets. wish this wasnt the case. wishing you the best on future endeavors.. always.\\\\n\\r\\n\r\n
Nate,June 19 2020,Red,I feel like you dont even love me anymore. You say we have a future together but you cant even kiss me.\\\\n\\r\\n\r\n
alicia,June 19 2020,Pale Pink,I dont know what happened between us and u wont tell me but I miss you and please talk to me\\\\n\\r\\n\r\n
carson m,June 19 2020,Pale Blue,i just want you to be happy now.\\\\n\\r\\n\r\n
Will Jones,June 19 2020,Pale Purple,I am so sorry for everything I put you through when I knew you.  I miss my best friend.  I am NOT the person I was when I knew you and it sucks that it took me this long to change.  I will always want a second chance with you (probably its more than that honestly) because you are the guy Ive dreamed ofand now my priorities are where yours were.  I miss you.  Congrats on graduating.\\\\n\\r\\n\r\n
riley,June 19 2020,Pale Blue,i really wish things would go back to the very beginning. now you just keep coming back\\n\n
riley,June 19 2020,Blue,we never knew eachother. eight months of confusion. but then you broke me.\\\\n\\r\\n\r\n
will,June 19 2020,Pale Purple,stop fucking around with random people as soon as you feel the slightest bit unsatisfied. having more bodies wont make you feel less lonely\\\\n\\r\\n\r\n
Abdul,June 19 2020,Maroon,I miss you so much everyday still and nothing I do feels right wo you here. I really hope youre doing okay.\\\\n\\r\\n\r\n
Alan benander,June 19 2020,Light Pink,Pee pee poo poo\\\\n\\r\\n\r\n
Ashton,June 19 2020,Blue,you said that you loved me still and that you didnt know if that love would ever go away\\n\n
Vanessa,June 19 2020,Purple,i hope that one day you understand all the reasons why i love you so much.\\\\n\\r\\n\r\n
Morgan,June 19 2020,Purple,Will you go out with me?\\\\n\\r\\n\r\n
aj,June 19 2020,Red,from the first day i saw you i realized you were the one. now three years have passed and you still are the one. but i dont think you feel the same\\\\n\\r\\n\r\n
zack,June 19 2020,Pale Blue,you meant the world to me. you were the first boy i have ever loved. you hurt me more than anyone else ever has. i will still always love you.\\\\n\\r\\n\r\n
anna,June 19 2020,Light Pink,youve been my best friend since day one. you stuck with me through thick and thin and our friendship is the main thing keeping me happy right now. thank you \\\\n\\r\\n\r\n
Corey L,June 19 2020,Blue,You hurt me really bad. I cried every day for a month when we broke up. I dont know why I miss you.\\\\n\\r\\n\r\n
Tasha,June 19 2020,Dark Purple,im sorry i couldnt make you happy\\\\n\\r\\n\r\n
mason k,June 19 2020,Black,whyd u have to leave? u were the only person who made me want to be alive. -b\\\\n\\r\\n\r\n
miles,June 19 2020,Dark Blue,i still like you even though youve moved on. we grew up and left it all behind. sometimes i wonder what we couldve been if you told me how you felt.\\\\\\\\n-first\\\\n\\r\\n\r\n
Scott,June 19 2020,Pale Pink,You deserve to be happy\\\\n\\r\\n\r\n
Ryan,June 19 2020,Orange,I knew I loved you after we said goodbye for the first time. I would do anything to have that moment back.\\\\n\\r\\n\r\n
Brennan,June 19 2020,Pale Blue,I wish you could look at me the way that you look at her.\\\\n\\r\\n\r\n
Julia,June 19 2020,Light Green,You were my best friend\\n\n
kyle g,June 19 2020,Pale Blue,thank you for sticking around for all my issues when no one else would. i love you w all my heart and always will.\\\\n\\r\\n\r\n
jaylen b,June 19 2020,Tan,u never deserved the pain that i gave u. i am so sorry. i love u\\\\n\\r\\n\r\n
roman k.,June 19 2020,Yellow,u were my first love. i only ended it cause i thought u were gonna. i still think of u sometimes and how i messed up\\n\n
Ben,June 19 2020,Light Blue,I liked you. You liked her. I wish you wouldve looked at me the way you looked at her. But a girl can dream right?\\\\n\\r\\n\r\n
